rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
8.0,Very interesting,mbell-56214,"Nov 27, 2023",,interest,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('interest', 'ROOT', 'interest')]","[('interest', 'ROOT', 'interest')]",{}
10.0,A masterpiece of a film,Tiger0101,"Jul 27, 2023",,masterpiec film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec film', 'ROOT', 'film')]","[('masterpiec', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
10.0,insanely good,walidmamwksy,"Jul 20, 2023",,insan good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('insan', 'amod', 'good'), ('good', 'ROOT', 'good')]",{}
6.0,Almost Walked Out,jmillerjr-00983,"Jul 24, 2023",,almost walk,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('almost', 'advmod', 'walk'), ('walk', 'ROOT', 'walk')]",{}
10.0,Nolan did it again,AVAndrea-,"Jul 21, 2023",,nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'ROOT', 'nolan')]","[('nolan', 'ROOT', 'nolan')]",{}
6.0,"Cool concept, interesting, seems historically accurate.",trdatiii,"Sep 5, 2023",,cool concept interest seem histor accur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cool concept interest', 'nsubj', 'seem'), ('histor', 'nsubj', 'accur')]","[('cool', 'amod', 'interest'), ('concept', 'compound', 'interest'), ('interest', 'nsubj', 'seem'), ('seem', 'ROOT', 'seem'), ('histor', 'nsubj', 'accur'), ('accur', 'ccomp', 'seem')]",{}
2.0,I thought it was as dull as dishwasher,species-67665,"Mar 13, 2024",,thought dull dishwash,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('dull dishwash', 'dobj', 'thought')]","[('thought', 'ROOT', 'thought'), ('dull', 'amod', 'dishwash'), ('dishwash', 'dobj', 'thought')]",{}
,Best movie of the year and one of the great war movies of all time.,JohnDeSando,"Jul 21, 2023",,best movi year one great war movi time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best movi year', 'ROOT', 'year')]","[('best', 'amod', 'year'), ('movi', 'compound', 'year'), ('year', 'ROOT', 'year'), ('one', 'nummod', 'time'), ('great', 'amod', 'war'), ('war', 'compound', 'movi'), ('movi', 'compound', 'time'), ('time', 'npadvmod', 'year')]","{'ORG': 1, 'DATE': 1}"
8.0,Thrilling and enthralling cinematic event,stevelivesey-37183,"Mar 10, 2024",,thrill enthral cinemat event,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('thrill enthral cinemat event', 'ROOT', 'event')]","[('thrill', 'amod', 'event'), ('enthral', 'amod', 'event'), ('cinemat', 'compound', 'event'), ('event', 'ROOT', 'event')]",{'GPE': 1}
10.0,Excepcional.,giomcs,"Nov 28, 2023",,excepcion,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('excepcion', 'ROOT', 'excepcion')]","[('excepcion', 'ROOT', 'excepcion')]",{}
10.0,A Modern Classic,owengrahamofficial,"Nov 30, 2023",,modern classic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('modern classic', 'ROOT', 'classic')]","[('modern', 'amod', 'classic'), ('classic', 'ROOT', 'classic')]",{}
10.0,"For nerds this is like MCU's Avengers, except there are no super-heroes but the scientists. And obviously it's by Christopher Nolan.",shivamdixitsp,"Jul 30, 2023",,nerd like mcu aveng except superhero scientist obvious christoph nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nerd', 'ROOT', 'nerd'), ('mcu aveng', 'pobj', 'like'), ('superhero scientist obvious christoph nolan', 'pobj', 'except')]","[('nerd', 'ROOT', 'nerd'), ('like', 'prep', 'nerd'), ('mcu', 'compound', 'aveng'), ('aveng', 'pobj', 'like'), ('except', 'prep', 'aveng'), ('superhero', 'compound', 'scientist'), ('scientist', 'compound', 'nolan'), ('obvious', 'amod', 'christoph'), ('christoph', 'compound', 'nolan'), ('nolan', 'pobj', 'except')]",{'PERSON': 2}
10.0,Intense character study of father of atomic bomb by Nolan is an utterly terrifying masterpiece !!,nikeshviz,"Jul 24, 2023",,intens charact studi father atom bomb nolan utterli terrifi masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('intens', 'nsubj', 'charact'), ('studi father atom bomb nolan utterli terrifi masterpiec', 'dobj', 'charact')]","[('intens', 'nsubj', 'charact'), ('charact', 'ROOT', 'charact'), ('studi', 'compound', 'father'), ('father', 'compound', 'nolan'), ('atom', 'compound', 'bomb'), ('bomb', 'compound', 'nolan'), ('nolan', 'compound', 'utterli'), ('utterli', 'compound', 'masterpiec'), ('terrifi', 'compound', 'masterpiec'), ('masterpiec', 'dobj', 'charact')]",{}
10.0,Honest Review.,wladimirstahl,"Jul 20, 2023",,honest review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('honest review', 'ROOT', 'review')]","[('honest', 'amod', 'review'), ('review', 'ROOT', 'review')]",{}
7.0,Good but not great,grovehill-69182,"Feb 22, 2024",,good great,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'advmod', 'great'), ('great', 'ROOT', 'great')]",{}
10.0,amazing cast,scarlettmind-13379,"Nov 25, 2023",,amaz cast,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('amaz cast', 'ROOT', 'cast')]","[('amaz', 'advmod', 'cast'), ('cast', 'ROOT', 'cast')]",{}
7.0,"Almost brilliant, but too jumbled & lightning fast; it can be a struggle to keep up with the details",actionalligator,"May 26, 2024",,almost brilliant jumbl lightn fast struggl keep detail,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('almost brilliant jumbl lightn fast struggl', 'nsubj', 'keep'), ('detail', 'dobj', 'keep')]","[('almost', 'advmod', 'brilliant'), ('brilliant', 'amod', 'struggl'), ('jumbl', 'compound', 'lightn'), ('lightn', 'compound', 'struggl'), ('fast', 'compound', 'struggl'), ('struggl', 'nsubj', 'keep'), ('keep', 'ROOT', 'keep'), ('detail', 'dobj', 'keep')]",{}
5.0,Oppenheimer (2023) The most overrated film of the year,claszdsburrogato,"Nov 13, 2023",,oppenheim overr film year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim', 'nsubj', 'overr')]","[('oppenheim', 'nsubj', 'overr'), ('overr', 'ROOT', 'overr'), ('film', 'compound', 'year'), ('year', 'npadvmod', 'overr')]",{'ORG': 1}
10.0,Truly amazing,anirudhvenkat-74965,"Jul 30, 2023",,truli amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('truli', 'ROOT', 'truli'), ('amaz', 'advmod', 'truli')]",{}
10.0,An Outstanding Movie!,Collopex,"Nov 20, 2023",,outstand movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('outstand movi', 'ROOT', 'movi')]","[('outstand', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
10.0,A movie without proportions,reginaar,"Nov 19, 2023",,movi without proport,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'ROOT', 'movi'), ('proport', 'pobj', 'without')]","[('movi', 'ROOT', 'movi'), ('without', 'prep', 'movi'), ('proport', 'pobj', 'without')]",{}
10.0,This is the bomb (.com),SmoreReviews,"Mar 10, 2024",,bomb com,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bomb com', 'ROOT', 'com')]","[('bomb', 'compound', 'com'), ('com', 'ROOT', 'com')]",{}
10.0,Movie of Science but not action,shauryajaisalmeria,"Nov 26, 2023",,movi scienc action,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi scienc action', 'ROOT', 'action')]","[('movi', 'compound', 'action'), ('scienc', 'amod', 'action'), ('action', 'ROOT', 'action')]",{}
10.0,It's clever but it also has a heart,julioramosest,"Jul 21, 2023",,clever also heart,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('clever also heart', 'ROOT', 'heart')]","[('clever', 'amod', 'heart'), ('also', 'advmod', 'heart'), ('heart', 'ROOT', 'heart')]",{}
7.0,Oppenheimer,Prismark10,"Jan 15, 2024",,oppenheim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('oppenheim', 'ROOT', 'oppenheim')]","[('oppenheim', 'ROOT', 'oppenheim')]",{'GPE': 1}
9.0,good,gulsumbertu,"Dec 14, 2023",,good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'ROOT', 'good')]",{}
7.0,A Masterpiece but overrated and overhyped - You need to set your expectations beforehand,basilarmanazi,"Jul 30, 2023",,masterpiec overr overhyp need set expect beforehand,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'nsubj', 'need'), ('overr overhyp', 'appos', 'masterpiec')]","[('masterpiec', 'nsubj', 'need'), ('overr', 'compound', 'overhyp'), ('overhyp', 'appos', 'masterpiec'), ('need', 'compound', 'set'), ('set', 'nsubj', 'expect'), ('expect', 'ROOT', 'expect'), ('beforehand', 'advmod', 'expect')]",{}
5.0,Meandering Biography that disappoints.,pgc1966,"Jul 23, 2023",,meander biographi disappoint,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('meander biographi disappoint', 'ROOT', 'disappoint')]","[('meander', 'compound', 'biographi'), ('biographi', 'amod', 'disappoint'), ('disappoint', 'ROOT', 'disappoint')]",{}
10.0,Masterpiece,marwanalkoumani,"Jul 21, 2023",,masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec')]",{}
8.0,"Excellent movie, but read the history first",barekjetilafad,"Jul 25, 2023",,excel movi read histori first,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('excel', 'ROOT', 'excel'), ('movi', 'nsubj', 'read'), ('histori', 'dobj', 'read')]","[('excel', 'ROOT', 'excel'), ('movi', 'nsubj', 'read'), ('read', 'ccomp', 'excel'), ('histori', 'dobj', 'read'), ('first', 'advmod', 'read')]",{'ORDINAL': 1}
8.0,"Pay attention, and it's outstanding",danaeriley,"May 5, 2024",,pay attent outstand,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('attent', 'dobj', 'pay')]","[('pay', 'ROOT', 'pay'), ('attent', 'dobj', 'pay'), ('outstand', 'punct', 'pay')]",{}
10.0,Greatest cinema this year!,lilygao-19758,"Nov 28, 2023",,greatest cinema year,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest cinema year', 'ROOT', 'year')]","[('greatest', 'compound', 'cinema'), ('cinema', 'compound', 'year'), ('year', 'ROOT', 'year')]",{}
9.0,Dutch? Great movie though,burkkemp,"Mar 31, 2024",,dutch great movi though,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great movi', 'dobj', 'dutch')]","[('dutch', 'ROOT', 'dutch'), ('great', 'amod', 'movi'), ('movi', 'dobj', 'dutch'), ('though', 'advmod', 'dutch')]",{'NORP': 1}
8.0,It's a Cristopher Nolan film,mrshawdy33,"Jul 29, 2023",,cristoph nolan film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cristoph nolan film', 'ROOT', 'film')]","[('cristoph', 'compound', 'film'), ('nolan', 'compound', 'film'), ('film', 'ROOT', 'film')]",{'ORG': 1}
6.0,SOS. Don't get excited due to Nolan. Save your time. I repeat save your time,john_mak11,"Sep 6, 2023",,so dont get excit due nolan save time repeat save time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('excit due nolan', 'dobj', 'get'), ('save time repeat', 'nsubj', 'save')]","[('so', 'advmod', 'get'), ('do', 'aux', 'get'), ('nt', 'neg', 'get'), ('get', 'ROOT', 'get'), ('excit', 'nmod', 'nolan'), ('due', 'amod', 'nolan'), ('nolan', 'dobj', 'get'), ('save', 'compound', 'time'), ('time', 'compound', 'repeat'), ('repeat', 'nsubj', 'save'), ('save', 'compound', 'time'), ('time', 'npadvmod', 'get')]",{}
10.0,Christopher Nolan,necroteri0,"Jan 26, 2024",,christoph nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan', 'ROOT', 'nolan')]","[('christoph', 'compound', 'nolan'), ('nolan', 'ROOT', 'nolan')]",{'PERSON': 1}
7.0,Watched the entire movie holding my breath but had some reservations in regards to the montage,m-khmelnitskiy,"Aug 10, 2023",,watch entir movi hold breath reserv regard montag,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('entir movi', 'nsubj', 'hold'), ('breath reserv', 'nsubj', 'regard')]","[('watch', 'ROOT', 'watch'), ('entir', 'amod', 'movi'), ('movi', 'nsubj', 'hold'), ('hold', 'ccomp', 'watch'), ('breath', 'compound', 'reserv'), ('reserv', 'nsubj', 'regard'), ('regard', 'compound', 'montag'), ('montag', 'dobj', 'hold')]",{}
5.0,"A cold, long history lesson",apereztenessa-1,"Jul 23, 2023",,cold long histori lesson,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cold long histori lesson', 'ROOT', 'lesson')]","[('cold', 'amod', 'lesson'), ('long', 'amod', 'lesson'), ('histori', 'compound', 'lesson'), ('lesson', 'ROOT', 'lesson')]",{}
,Loud and loud,gomes-hoeppner,"Aug 2, 2023",,loud loud,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('loud', 'advmod', 'loud'), ('loud', 'ROOT', 'loud')]",{}
9.0,Visual and sound design are what make this movie,millsrebecca-65981,"Nov 16, 2023",,visual sound design make movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual sound design', 'nsubj', 'make'), ('movi', 'dobj', 'make')]","[('visual', 'amod', 'design'), ('sound', 'compound', 'design'), ('design', 'nsubj', 'make'), ('make', 'ROOT', 'make'), ('movi', 'dobj', 'make')]",{}
8.0,Brilliant Script with intense and riveting Screenplay and Dialogues,deepakkumarpandyan,"Oct 5, 2024",,brilliant script intens rivet screenplay dialogu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('brilliant script intens', 'nsubj', 'dialogu'), ('rivet screenplay', 'dobj', 'intens')]","[('brilliant', 'amod', 'intens'), ('script', 'compound', 'intens'), ('intens', 'nsubj', 'dialogu'), ('rivet', 'compound', 'screenplay'), ('screenplay', 'dobj', 'intens'), ('dialogu', 'ROOT', 'dialogu')]",{}
9.0,This movie is not about quantum science,danezu_K,"Aug 11, 2023",,movi quantum scienc,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi quantum scienc', 'ROOT', 'scienc')]","[('movi', 'compound', 'quantum'), ('quantum', 'compound', 'scienc'), ('scienc', 'ROOT', 'scienc')]",{'ORG': 1}
10.0,Christopher Nolans absolute best work,vskdzxkm,"Jul 31, 2023",,christoph nolan absolut best work,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('christoph nolan', 'nsubj', 'absolut')]","[('christoph', 'compound', 'nolan'), ('nolan', 'nsubj', 'absolut'), ('absolut', 'compound', 'work'), ('best', 'amod', 'work'), ('work', 'ROOT', 'work')]",{'PERSON': 1}
9.0,"No CGI here, just good writing and very good acting",Shmaden,"Aug 16, 2023",,cgi good write good act,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cgi good', 'nsubj', 'write'), ('good act', 'dobj', 'write')]","[('cgi', 'compound', 'good'), ('good', 'nsubj', 'write'), ('write', 'ROOT', 'write'), ('good', 'amod', 'act'), ('act', 'dobj', 'write')]",{}
10.0,Cillian Murphy Steals The Show,gxp-85709,"Jul 19, 2023",,cillian murphi steal show,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cillian murphi steal show', 'ROOT', 'show')]","[('cillian', 'amod', 'show'), ('murphi', 'amod', 'show'), ('steal', 'amod', 'show'), ('show', 'ROOT', 'show')]",{'NORP': 1}
6.0,They need you until they don't,nogodnomasters,"Aug 11, 2023",,need dont,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('need', 'ROOT', 'need')]","[('need', 'ROOT', 'need'), ('do', 'xcomp', 'need'), ('nt', 'neg', 'need')]",{}
10.0,Masterpiece go to the cinema now,A_hk-92149,"Jul 21, 2023",,masterpiec go cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'nsubj', 'go'), ('cinema', 'dobj', 'go')]","[('masterpiec', 'nsubj', 'go'), ('go', 'ROOT', 'go'), ('cinema', 'dobj', 'go')]",{}
6.0,Flopenheimer,patrickmoutia-06144,"Feb 24, 2024",,flopenheim,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('flopenheim', 'ROOT', 'flopenheim')]","[('flopenheim', 'ROOT', 'flopenheim')]",{}
2.0,Don't feel the need to follow the hurd,reciotto,"Aug 13, 2023",,dont feel need follow hurd,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('need follow hurd', 'attr', 'feel')]","[('do', 'aux', 'feel'), ('nt', 'neg', 'feel'), ('feel', 'ROOT', 'feel'), ('need', 'compound', 'follow'), ('follow', 'compound', 'hurd'), ('hurd', 'attr', 'feel')]",{}
,The emperor's new clothes.,ThomasSorlie,"Aug 5, 2023",,emperor new cloth,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('emperor new cloth', 'ROOT', 'cloth')]","[('emperor', 'compound', 'cloth'), ('new', 'amod', 'cloth'), ('cloth', 'ROOT', 'cloth')]",{}
10.0,Now this is the greatest film of all time.,aliyxhemily,"Dec 17, 2023",,greatest film time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('greatest film time', 'ROOT', 'time')]","[('greatest', 'amod', 'time'), ('film', 'compound', 'time'), ('time', 'ROOT', 'time')]",{}
10.0,"It's a Nolan Masterclass: Phenomenal performances across the board, the harrowing truth of one of humanity's most brilliant and yet deadly discovery!",atharvakokaje,"Jul 21, 2023",,nolan masterclass phenomen perform across board harrow truth one human brilliant yet deadli discoveri,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan masterclass phenomen', 'nsubj', 'perform'), ('board harrow truth', 'pobj', 'across'), ('one human brilliant', 'dobj', 'perform')]","[('nolan', 'compound', 'masterclass'), ('masterclass', 'compound', 'phenomen'), ('phenomen', 'nsubj', 'perform'), ('perform', 'ROOT', 'perform'), ('across', 'prep', 'perform'), ('board', 'compound', 'truth'), ('harrow', 'compound', 'truth'), ('truth', 'pobj', 'across'), ('one', 'nummod', 'brilliant'), ('human', 'amod', 'brilliant'), ('brilliant', 'dobj', 'perform'), ('yet', 'cc', 'perform'), ('deadli', 'compound', 'discoveri'), ('discoveri', 'npadvmod', 'perform')]",{'CARDINAL': 1}
10.0,A Masterpiece in a sea of pseudo-movies,goncalobarrosgoncalo,"Jul 29, 2023",,masterpiec sea pseudomovi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec sea pseudomovi', 'ROOT', 'pseudomovi')]","[('masterpiec', 'compound', 'pseudomovi'), ('sea', 'compound', 'pseudomovi'), ('pseudomovi', 'ROOT', 'pseudomovi')]",{'ORG': 1}
10.0,I believe we did it..,sauhardchaurasiya,"Jul 31, 2023",,believ,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('believ', 'ROOT', 'believ')]","[('believ', 'ROOT', 'believ')]",{'GPE': 1}
10.0,Exceeded Expectations,audra-73380,"Jul 21, 2023",,exceed expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('exceed', 'nsubj', 'expect'), ('expect', 'ROOT', 'expect')]",{}
6.0,Surprisingly boring,dusankg,"Aug 5, 2023",,surprisingli bore,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('surprisingli bore', 'ROOT', 'bore')]","[('surprisingli', 'compound', 'bore'), ('bore', 'ROOT', 'bore')]",{}
8.0,Not as we expected,osamajafar07,"Jul 22, 2023",,expect,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('expect', 'ROOT', 'expect')]",{}
6.0,Swing and a miss...,jmcd2007,"Aug 5, 2023",,swing miss,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('swing', 'compound', 'miss'), ('miss', 'ROOT', 'miss')]",{}
3.0,O God.,therocketeer-78696,"Jul 22, 2023",,god,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('god', 'ROOT', 'god')]","[('god', 'ROOT', 'god')]",{'PERSON': 1}
10.0,Nolan's Magnum Opus,Stravix,"Aug 7, 2023",,nolan magnum opu,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan magnum opu', 'ROOT', 'opu')]","[('nolan', 'compound', 'magnum'), ('magnum', 'compound', 'opu'), ('opu', 'ROOT', 'opu')]",{'ORG': 1}
10.0,"Masterpiece, if you understand what you are in for",riveradisaac,"Jul 24, 2023",,masterpiec understand,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'nsubj', 'understand')]","[('masterpiec', 'nsubj', 'understand'), ('understand', 'ROOT', 'understand')]",{}
10.0,This film will inspire generations film makers.,nwnzqcgr,"Jul 21, 2023",,film inspir gener film maker,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('film inspir gener film maker', 'ROOT', 'maker')]","[('film', 'compound', 'maker'), ('inspir', 'compound', 'maker'), ('gener', 'compound', 'maker'), ('film', 'compound', 'maker'), ('maker', 'ROOT', 'maker')]",{}
10.0,Nolan don't miss,1218circulos,"Jul 20, 2023",,nolan dont miss,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan', 'nsubj', 'miss')]","[('nolan', 'nsubj', 'miss'), ('do', 'aux', 'miss'), ('nt', 'neg', 'miss'), ('miss', 'ROOT', 'miss')]",{}
10.0,Boom.,filmowl12,"Jul 30, 2023",,boom,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('boom', 'ROOT', 'boom')]","[('boom', 'ROOT', 'boom')]",{}
10.0,Emtpy,elanrocker,"Jul 25, 2023",,emtpi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('emtpi', 'ROOT', 'emtpi')]",{}
6.0,Who cares??,UncleLobster,"Jul 29, 2023",,care,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('care', 'ROOT', 'care')]",{}
10.0,Well done cast and crew,robandrhonda-11595,"Jul 24, 2023",,well done cast crew,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('well done cast crew', 'ROOT', 'crew')]","[('well', 'intj', 'crew'), ('done', 'amod', 'crew'), ('cast', 'compound', 'crew'), ('crew', 'ROOT', 'crew')]",{}
6.0,The Fallout of Modern Biopics,glewis-52375,"Jul 23, 2023",,fallout modern biopic,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fallout modern biopic', 'ROOT', 'biopic')]","[('fallout', 'nmod', 'biopic'), ('modern', 'amod', 'biopic'), ('biopic', 'ROOT', 'biopic')]",{}
5.0,"Overrated, like most Nolan films",Dorveille,"Mar 31, 2024",,overr like nolan film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nolan film', 'pobj', 'like')]","[('overr', 'ROOT', 'overr'), ('like', 'prep', 'overr'), ('nolan', 'compound', 'film'), ('film', 'pobj', 'like')]",{}
,test your patience .. 3 hr nonsense,smpaika-50857,"Jul 22, 2023",,test patienc hr nonsens,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('test patienc hr nonsens', 'ROOT', 'nonsens')]","[('test', 'compound', 'nonsens'), ('patienc', 'compound', 'nonsens'), ('hr', 'compound', 'nonsens'), ('nonsens', 'ROOT', 'nonsens')]",{}
10.0,Excellence surpassed,peridesai,"Aug 2, 2023",,excel surpass,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('surpass', 'dobj', 'excel')]","[('excel', 'ROOT', 'excel'), ('surpass', 'dobj', 'excel')]",{}
10.0,4k and movie review,ShockerNYC,"Nov 27, 2023",,k movi review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('k movi review', 'ROOT', 'review')]","[('k', 'compound', 'movi'), ('movi', 'compound', 'review'), ('review', 'ROOT', 'review')]",{}
10.0,Cillian murphy and Christopher Nolan,freegame-calin,"Jul 21, 2023",,cillian murphi christoph nolan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cillian murphi christoph nolan', 'ROOT', 'nolan')]","[('cillian', 'compound', 'nolan'), ('murphi', 'compound', 'christoph'), ('christoph', 'compound', 'nolan'), ('nolan', 'ROOT', 'nolan')]","{'NORP': 1, 'PERSON': 1}"
10.0,A relentless ride,ethiotst-53110,"Jul 24, 2023",,relentless ride,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('relentless ride', 'ROOT', 'ride')]","[('relentless', 'amod', 'ride'), ('ride', 'ROOT', 'ride')]",{}
8.0,Complexity,davidmvining,"Dec 23, 2023",,complex,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('complex', 'ROOT', 'complex')]",{}
8.0,"Definitely Well Worth Investing 3 hours; but, Only Once",redbaron-86192,"Dec 6, 2023",,definit well worth invest hour,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('definit', 'ROOT', 'definit')]","[('definit', 'ROOT', 'definit'), ('well', 'advmod', 'worth'), ('worth', 'amod', 'definit'), ('invest', 'amod', 'hour'), ('hour', 'npadvmod', 'worth')]",{}
6.0,Should be great but is boooooring!,keren317,"Aug 20, 2023",,great booooor,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great booooor', 'ROOT', 'booooor')]","[('great', 'amod', 'booooor'), ('booooor', 'ROOT', 'booooor')]",{}
8.0,"An important movie, I liked a lot in it.",SPZMaxinema,"Jul 24, 2023",,import movi like lot,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('import movi', 'ROOT', 'movi'), ('lot', 'pobj', 'like')]","[('import', 'compound', 'movi'), ('movi', 'ROOT', 'movi'), ('like', 'prep', 'movi'), ('lot', 'pobj', 'like')]",{}
6.0,Hollywood hype,gerrad-tharm,"Jul 30, 2023",,hollywood hype,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('hollywood hype', 'ROOT', 'hype')]","[('hollywood', 'compound', 'hype'), ('hype', 'ROOT', 'hype')]",{'GPE': 1}
